timestamp,time,load,cpu_usage,gpu_power,cpu_core_0,cpu_core_1,cpu_core_2,cpu_core_3,cpu_core_4,cpu_core_5,cpu_core_6,cpu_core_7,cpu_core_8,cpu_core_9,cpu_core_10,cpu_core_11,cpu_core_12,cpu_core_13,cpu_core_14,cpu_core_15,cpu_freq,cpu_temp,gpu_temp,current,voltage,power,proc_count,nvidia_util,nvidia_power,nvidia_temp,fan1,fan2,stage
1776305864.7656667,07:47:44,MED,25.7,31.04,88.6,4.1,0.0,100.0,0.0,100.0,0.0,100.0,7.3,0.8,4.1,0.0,3.3,0.0,4.1,0.0,2036.6,84.2,58.0,3.323,14.75,49.01,462,0.0,4.9,49.0,84,84,10
1776305865.9860477,07:47:45,MED,25.6,29.25,90.2,5.0,0.0,100.0,0.0,100.0,0.0,100.0,5.0,0.0,0.8,0.0,1.7,0.0,3.3,0.0,1933.7,84.4,58.0,3.318,14.74,48.90,462,0.0,4.9,49.0,84,84,10
1776305867.212423,07:47:47,MED,25.6,30.14,93.5,4.1,0.0,100.0,0.0,100.0,0.0,100.0,3.2,0.0,1.6,0.0,0.8,0.8,5.6,0.8,1938.2,84.5,59.0,3.316,14.75,48.90,462,0.0,4.9,49.0,84,84,10
1776305868.4366949,07:47:48,MED,25.5,31.10,93.4,3.3,0.0,100.0,0.0,100.0,0.0,100.0,6.6,0.0,1.6,0.8,0.0,0.0,0.8,0.0,1892.4,84.5,58.0,3.309,14.75,48.80,461,0.0,4.9,49.0,84,84,10
1776305869.6595767,07:47:49,MED,25.5,31.10,24.6,79.3,0.0,100.0,0.0,100.0,0.0,100.0,1.6,1.6,1.6,0.0,0.8,0.0,0.0,0.0,1891.9,84.6,58.0,3.325,14.75,49.05,461,0.0,4.9,49.0,84,84,10
1776305870.879379,07:47:50,MED,25.6,30.20,91.1,7.4,0.0,100.0,0.0,100.0,0.0,100.0,4.1,0.0,1.7,0.0,1.6,0.0,0.8,0.8,1933.8,84.8,59.0,3.319,14.75,48.96,461,0.0,4.9,49.0,84,84,10
1776305872.1060648,07:47:52,MED,25.6,31.14,97.5,4.1,0.0,100.0,0.0,100.0,0.0,100.0,1.6,0.0,1.6,0.0,0.8,0.0,3.2,1.6,1892.3,84.8,59.0,3.316,14.74,48.88,461,0.0,4.9,50.0,84,84,10
1776305873.333232,07:47:53,MED,25.6,30.18,19.5,78.5,0.0,100.0,0.0,100.0,0.0,100.0,6.6,0.8,0.8,0.8,1.6,1.6,0.8,0.0,2075.1,84.8,59.0,3.303,14.74,48.70,461,0.0,5.0,50.0,84,84,10
1776305874.5536015,07:47:54,MED,25.6,31.14,86.9,8.3,0.0,100.0,0.0,100.0,0.0,100.0,8.2,0.8,0.8,0.0,1.6,0.0,1.6,0.0,1896.3,84.9,59.0,3.324,14.74,48.98,461,0.0,4.9,50.0,84,84,10
1776305875.7751124,07:47:55,MED,27.7,29.23,90.9,4.1,0.0,100.0,0.8,100.0,0.0,100.0,21.5,0.0,3.3,0.0,4.9,1.7,13.2,2.4,2031.2,84.8,59.0,3.313,14.74,48.84,461,0.0,4.9,50.0,84,84,10
1776305876.9977303,07:47:56,MED,25.7,31.07,89.3,4.1,0.8,100.0,0.0,100.0,0.0,100.0,8.9,0.0,1.6,0.0,2.5,0.8,2.5,0.0,1892.0,84.9,59.0,3.325,14.72,48.94,461,0.0,4.9,50.0,84,84,10
1776305878.2193553,07:47:58,MED,25.5,31.13,91.1,11.7,0.0,100.0,0.0,100.0,82.0,18.0,0.0,0.8,0.0,0.0,1.6,0.8,1.6,0.8,1896.9,85.0,59.0,3.311,14.74,48.80,461,0.0,5.0,50.0,84,85,10
1776305879.4581192,07:47:59,MED,25.6,31.14,40.7,57.7,0.0,100.0,0.0,100.0,67.7,32.3,5.6,0.8,0.0,0.0,3.2,0.0,0.0,1.6,1933.8,85.1,59.0,3.322,14.72,48.92,461,0.0,5.0,50.0,85,85,10
1776305880.693169,07:48:00,MED,25.5,33.04,97.6,5.0,0.0,100.0,0.0,100.0,0.0,100.0,0.8,0.0,0.0,0.8,0.0,0.8,0.0,0.8,2034.8,85.0,59.0,3.325,14.73,48.99,461,0.0,5.0,50.0,85,85,10
1776305881.9016824,07:48:01,MED,25.6,31.06,18.3,79.3,0.0,100.0,0.0,100.0,0.0,100.0,5.8,1.6,0.8,0.0,3.3,0.0,0.8,0.0,1890.0,85.1,60.0,3.311,14.73,48.77,461,0.0,5.0,50.0,85,85,10
1776305883.1093605,07:48:03,MED,25.6,31.22,65.0,24.2,0.0,100.0,0.0,100.0,0.0,100.0,14.9,0.8,0.0,0.0,1.7,0.0,1.7,0.0,1933.8,85.1,59.0,3.318,14.73,48.86,461,0.0,5.0,50.0,85,85,10
1776305884.329795,07:48:04,MED,25.6,31.07,99.2,3.3,0.0,100.0,77.0,20.5,0.0,100.0,2.4,2.5,0.8,0.8,0.8,0.8,1.6,0.0,1934.3,85.4,59.0,3.314,14.73,48.83,461,0.0,5.0,51.0,85,85,10
1776305885.5068438,07:48:05,MED,25.6,31.04,95.7,4.3,83.9,15.4,81.4,18.6,24.6,75.4,2.6,0.9,0.9,0.0,2.5,0.0,0.0,0.0,1896.5,85.5,59.0,3.313,14.74,48.82,461,0.0,5.0,50.0,85,85,10
1776305886.7234025,07:48:06,MED,25.7,31.14,92.6,3.3,100.0,0.0,2.5,97.5,100.0,0.0,4.9,4.9,1.6,0.0,0.0,0.8,0.8,0.0,1894.7,85.5,59.0,3.331,14.73,49.06,462,0.0,5.0,50.0,85,85,10
1776305887.9484673,07:48:07,MED,25.6,30.23,97.5,3.3,100.0,0.0,100.0,0.0,100.0,0.0,4.1,0.8,0.8,0.0,0.0,0.0,2.4,0.0,1904.4,85.5,60.0,3.322,14.73,48.92,462,0.0,5.0,51.0,85,85,10
1776305889.1725125,07:48:09,MED,25.6,31.06,68.3,34.4,100.0,0.0,100.0,0.0,100.0,0.0,1.7,1.6,0.8,0.8,0.0,0.0,0.8,0.8,1934.7,85.6,60.0,3.337,14.72,49.11,462,0.0,5.0,51.0,85,85,10
1776305890.3893123,07:48:10,MED,25.8,32.03,92.5,7.4,100.0,0.0,99.2,0.0,100.0,0.0,5.7,1.6,3.3,0.8,4.1,1.7,0.0,0.0,1893.1,85.8,59.0,3.326,14.72,48.96,461,0.0,5.0,51.0,85,85,10
1776305891.6126702,07:48:11,MED,25.5,30.11,50.4,50.4,70.5,29.3,99.2,0.0,100.0,0.0,1.6,0.8,0.8,0.0,0.0,0.8,3.3,0.8,1895.1,85.9,60.0,3.324,14.72,48.93,461,0.0,5.0,51.0,85,85,10
1776305892.8383565,07:48:12,MED,25.7,31.13,91.8,5.0,0.0,100.0,100.0,0.0,100.0,0.0,4.1,4.0,0.8,0.0,1.6,0.0,1.7,0.0,1890.0,85.9,60.0,3.342,14.72,49.21,461,0.0,5.0,51.0,85,85,10
1776305894.0748417,07:48:14,MED,25.6,28.12,68.3,26.8,80.6,19.4,72.6,28.2,100.0,0.0,8.1,0.0,0.0,0.0,0.8,0.8,2.4,0.0,2075.2,85.9,60.0,3.325,14.72,48.94,461,0.0,5.0,51.0,85,85,10
1776305895.3123012,07:48:15,MED,25.6,31.12,68.8,36.3,100.0,0.0,0.0,100.0,100.0,0.0,0.8,0.8,1.6,0.8,0.0,0.8,0.8,0.0,1894.9,85.8,60.0,3.319,14.72,48.86,461,0.0,5.0,51.0,85,85,10
1776305896.5370855,07:48:16,MED,25.5,29.21,92.6,6.6,100.0,0.0,0.0,100.0,100.0,0.0,4.1,1.6,0.8,0.8,0.8,0.0,0.0,0.8,1896.0,85.9,59.0,3.329,14.72,49.00,461,0.0,5.0,51.0,85,85,10
1776305897.7568562,07:48:17,MED,25.6,31.08,93.4,4.1,100.0,0.0,0.0,100.0,100.0,0.0,2.5,0.8,0.0,0.0,1.6,0.0,3.3,0.8,1890.0,86.0,60.0,3.331,14.71,49.00,460,0.0,5.0,51.0,85,86,10
1776305898.9805202,07:48:18,MED,25.5,31.13,96.7,2.5,100.0,0.0,0.0,100.0,100.0,0.0,2.5,2.5,0.0,0.0,0.8,0.0,0.8,0.0,2250.5,86.0,60.0,3.322,14.72,48.89,460,0.0,5.0,51.0,86,86,10
1776305900.2140062,07:48:20,MED,25.6,31.20,60.7,36.9,100.0,0.0,0.0,100.0,100.0,0.0,8.9,1.6,0.8,0.8,0.0,0.8,0.8,0.8,1904.4,86.0,60.0,3.326,14.71,48.94,460,0.0,5.0,51.0,86,86,10
1776305901.459636,07:48:21,MED,25.5,31.21,91.2,8.8,100.0,0.0,30.6,69.6,100.0,0.0,0.0,0.8,0.0,0.0,1.6,0.8,2.4,0.0,1893.1,86.1,60.0,3.344,14.71,49.21,460,0.0,5.0,51.0,86,86,10
1776305902.6829772,07:48:22,MED,25.6,31.14,96.7,3.3,100.0,0.0,100.0,0.0,100.0,0.0,4.1,2.4,0.8,0.0,0.8,0.0,2.4,0.8,1891.1,86.1,60.0,3.326,14.71,48.93,460,0.0,5.0,51.0,86,86,10
1776305903.9062667,07:48:23,MED,25.6,31.21,89.3,9.1,99.2,0.0,100.0,0.0,100.0,0.8,3.3,0.0,0.8,0.8,2.5,0.0,1.6,0.0,1890.0,86.1,60.0,3.328,14.71,48.95,460,0.0,5.0,51.0,86,86,10
1776305905.1278489,07:48:25,MED,25.6,31.12,95.1,5.8,100.0,0.0,100.0,0.0,100.0,0.0,2.5,2.5,0.0,0.0,0.8,0.0,0.8,1.6,1899.6,86.1,60.0,3.323,14.71,48.88,460,0.0,5.0,51.0,86,86,10
1776305906.3511052,07:48:26,MED,25.5,31.14,95.1,3.3,100.0,0.0,100.0,0.0,100.0,0.0,3.3,1.6,1.6,0.0,0.8,0.0,1.6,0.0,1933.8,86.2,60.0,3.341,14.71,49.15,460,0.0,5.0,51.0,86,86,10
1776305907.5864513,07:48:27,MED,25.6,31.07,95.1,4.1,100.0,0.0,100.0,0.0,100.0,0.0,5.7,0.8,0.8,0.0,0.8,0.0,0.8,0.8,1934.2,86.2,61.0,3.331,14.71,48.99,460,0.0,5.0,52.0,86,86,10
1776305908.8187861,07:48:28,MED,25.5,31.08,91.0,11.6,71.5,27.9,100.0,0.0,100.0,0.0,1.6,1.6,0.0,0.0,0.8,0.8,1.6,0.0,1894.1,86.2,60.0,3.329,14.71,48.97,460,0.0,5.0,52.0,86,86,10
1776305910.0411298,07:48:30,MED,25.6,31.14,87.0,6.6,0.0,100.0,100.0,0.0,93.4,6.6,4.1,7.4,1.6,0.8,0.0,0.0,0.0,0.0,2206.6,86.4,60.0,3.329,14.71,48.98,460,0.0,5.0,52.0,86,86,10
1776305911.263,07:48:31,MED,25.6,31.13,100.0,2.5,0.0,100.0,100.0,0.0,0.0,100.0,0.8,0.8,0.8,0.0,1.6,0.0,0.8,0.0,1889.9,86.5,61.0,3.323,14.71,48.89,460,0.0,5.0,52.0,86,86,10
1776305912.4888377,07:48:32,MED,25.6,31.14,93.5,4.1,0.0,100.0,100.0,0.0,0.0,100.0,5.7,3.3,0.8,0.0,0.8,0.8,2.4,0.0,1890.0,86.5,61.0,3.334,14.71,49.03,460,0.0,5.0,52.0,86,86,10
1776305913.7171648,07:48:33,MED,26.7,31.21,43.4,55.4,0.0,100.0,100.0,0.0,0.0,100.0,13.1,1.6,1.6,3.3,3.3,0.0,0.8,4.9,1890.0,86.2,60.0,3.335,14.71,49.06,460,0.0,5.0,52.0,86,86,10
1776305914.9576013,07:48:34,MED,25.6,30.25,71.8,22.6,0.0,100.0,100.0,0.0,0.0,100.0,9.6,0.0,1.6,0.0,0.8,0.0,0.8,0.0,1900.0,86.5,61.0,3.330,14.70,48.95,460,0.0,5.0,52.0,86,86,10
1776305916.1784136,07:48:36,MED,26.0,30.18,24.0,76.0,0.0,100.0,27.9,72.1,0.0,100.0,4.9,4.1,0.8,0.0,0.8,0.8,4.9,0.0,1907.1,86.5,60.0,3.334,14.70,49.02,460,0.0,5.0,52.0,86,86,10
1776305917.3999424,07:48:37,MED,25.8,31.04,42.1,58.7,0.0,100.0,0.0,100.0,0.0,100.0,4.1,1.7,0.8,0.0,1.6,0.8,0.8,0.8,1984.4,86.5,61.0,3.337,14.71,49.07,461,0.0,5.0,52.0,86,86,10
1776305918.6240203,07:48:38,MED,25.6,31.09,76.4,20.7,0.0,100.0,0.0,100.0,0.0,100.0,0.8,0.8,0.8,0.0,0.0,0.8,5.7,1.6,1890.0,86.8,61.0,3.342,14.70,49.12,461,0.0,5.0,52.0,86,86,10
1776305919.8516755,07:48:39,MED,25.7,31.14,49.2,48.4,0.0,100.0,1.6,100.0,0.0,100.0,4.1,4.0,1.6,0.8,2.4,0.8,0.8,0.0,2116.5,86.8,61.0,3.332,14.70,48.98,461,0.0,5.0,52.0,86,86,10
1776305921.0832763,07:48:41,MED,25.6,31.13,97.6,5.7,20.3,79.8,0.0,100.0,0.0,100.0,2.4,1.6,0.8,0.8,0.0,0.8,0.8,0.0,1977.6,86.9,61.0,3.335,14.70,49.03,460,0.0,5.0,52.0,86,86,10
1776305922.3109965,07:48:42,MED,25.5,30.10,85.2,9.2,100.0,0.0,0.0,100.0,0.0,100.0,5.0,3.3,0.8,0.0,3.3,0.0,0.0,0.0,1933.4,86.9,60.0,3.339,14.70,49.08,460,0.0,5.0,52.0,86,86,10
1776305923.5273209,07:48:43,MED,25.8,29.19,82.8,10.7,100.0,0.0,0.0,100.0,0.0,100.0,11.5,0.0,3.3,0.0,1.6,0.8,1.6,0.0,2072.1,86.9,60.0,3.331,14.70,48.97,460,0.0,5.0,52.0,86,87,10
1776305924.789488,07:48:44,MED,25.6,31.08,90.6,4.8,100.0,0.0,0.0,100.0,0.0,100.0,7.1,1.6,0.0,0.0,0.0,0.8,1.6,0.0,2162.6,86.9,61.0,3.341,14.70,49.11,460,0.0,5.0,52.0,87,86,10
1776305926.0134046,07:48:46,MED,25.6,31.04,33.6,68.9,100.0,0.0,0.0,100.0,0.0,100.0,0.8,2.5,1.6,0.0,1.6,0.0,0.8,1.6,2010.1,86.9,60.0,3.344,14.69,49.13,460,0.0,5.1,52.0,86,86,10
1776305927.2313266,07:48:47,MED,25.5,31.14,83.5,9.2,7.4,92.6,90.9,7.4,0.0,100.0,7.3,4.1,0.8,0.8,2.5,0.8,1.7,0.0,1890.0,87.0,61.0,3.345,14.70,49.17,460,0.0,5.1,52.0,86,87,10
1776305928.4601748,07:48:48,MED,25.6,30.18,93.5,4.1,0.0,100.0,100.0,0.0,0.0,100.0,3.3,1.6,0.0,0.0,0.8,0.0,3.3,0.0,1929.0,87.1,61.0,3.336,14.70,49.02,460,0.0,5.1,52.0,87,87,10
1776305929.6692173,07:48:49,MED,25.6,29.23,93.4,3.4,0.0,100.0,100.0,0.0,0.0,100.0,2.5,5.0,0.0,0.0,1.6,0.0,2.5,0.8,1935.4,87.1,61.0,3.337,14.70,49.05,460,0.0,5.1,52.0,87,87,10
1776305930.8877742,07:48:50,MED,25.6,31.01,96.7,4.1,0.0,100.0,100.0,0.0,0.0,100.0,0.8,1.7,1.6,0.8,2.5,0.8,0.8,0.0,1890.0,87.1,61.0,3.347,14.70,49.19,459,0.0,5.1,52.0,87,87,10
1776305932.1124253,07:48:52,MED,25.7,30.14,82.8,12.4,0.0,100.0,73.2,26.4,0.0,100.0,5.7,2.5,0.8,0.0,0.8,0.0,3.3,0.0,1911.5,87.1,61.0,3.338,14.69,49.05,459,0.0,5.1,52.0,87,87,10
1776305933.3340452,07:48:53,MED,25.6,31.06,47.5,52.5,0.0,100.0,0.0,100.0,0.0,100.0,5.7,1.6,0.8,0.0,0.8,0.0,0.8,0.8,1890.1,87.2,61.0,3.349,14.67,49.14,459,0.0,5.1,52.0,87,87,10
1776305934.5388517,07:48:54,MED,25.6,30.11,30.0,70.6,0.0,100.0,0.0,100.0,0.0,100.0,3.3,1.7,0.8,0.0,0.0,0.8,0.8,0.0,1978.2,87.4,61.0,3.338,14.70,49.06,459,0.0,5.1,52.0,87,87,10
1776305935.748359,07:48:55,MED,25.7,30.25,88.4,8.3,0.0,100.0,0.0,100.0,0.0,100.0,7.4,0.8,0.8,0.0,0.8,0.0,1.7,0.0,1977.7,87.4,61.0,3.347,14.69,49.18,459,0.0,5.1,52.0,87,87,10
1776305936.9305313,07:48:56,MED,25.6,30.19,94.1,3.4,0.0,100.0,0.0,100.0,0.0,100.0,2.5,2.6,3.4,0.8,0.8,0.0,1.7,0.8,1894.9,87.4,61.0,3.353,14.70,49.27,459,0.0,5.1,52.0,87,87,10
1776305938.1329484,07:48:58,MED,25.7,31.00,12.5,83.2,0.0,100.0,0.0,100.0,0.0,100.0,3.3,6.6,2.5,0.0,0.8,0.0,1.7,1.6,1890.0,87.4,61.0,3.335,14.70,49.01,459,0.0,5.1,52.0,87,87,10
1776305939.3588097,07:48:59,MED,25.6,31.03,37.7,63.4,31.1,69.1,31.1,69.1,0.0,100.0,4.1,0.0,0.0,0.8,0.0,0.8,1.6,0.0,1889.9,87.4,61.0,3.337,14.69,49.03,459,0.0,5.1,52.0,87,87,10
1776305940.5524895,07:49:00,MED,25.6,30.25,91.6,6.8,88.3,10.9,100.0,0.0,0.0,100.0,4.2,0.8,1.7,0.0,0.8,0.0,0.8,0.8,1933.5,87.4,61.0,3.355,14.67,49.22,459,0.0,5.1,52.0,87,87,10
1776305941.7725484,07:49:01,MED,25.5,31.21,75.4,24.8,0.0,100.0,100.0,0.0,0.0,100.0,4.1,1.6,1.6,0.0,0.8,0.0,1.6,0.0,1890.8,87.5,61.0,3.331,14.69,48.93,459,0.0,5.1,53.0,87,87,10
1776305942.9731836,07:49:02,MED,25.5,31.08,82.5,17.5,0.0,100.0,100.0,0.0,0.0,100.0,3.3,0.8,0.8,0.0,1.6,0.8,1.7,0.0,1993.3,87.5,61.0,3.334,14.69,48.97,459,0.0,5.1,52.0,87,87,10
1776305944.1905155,07:49:04,MED,25.5,31.00,80.3,5.0,0.0,100.0,8.9,91.8,0.0,100.0,6.6,5.8,0.0,0.0,2.5,0.8,3.3,0.8,1886.8,87.5,62.0,3.337,14.69,49.02,459,0.0,5.1,52.0,87,87,10
1776305945.4187212,07:49:05,MED,25.5,31.00,93.4,4.1,0.0,100.0,0.0,100.0,0.0,100.0,0.8,2.5,0.8,0.0,0.8,0.0,4.9,0.8,1890.0,87.5,61.0,3.335,14.69,48.99,459,0.0,5.1,53.0,87,87,10
1776305946.6300902,07:49:06,MED,25.6,30.18,96.7,2.5,0.0,100.0,0.0,100.0,66.4,33.6,1.6,3.3,1.7,0.0,1.6,0.0,0.8,0.8,1890.0,87.6,61.0,3.357,14.69,49.30,458,0.0,5.1,52.0,87,87,10
1776305947.8364289,07:49:07,MED,25.5,30.25,97.5,4.2,71.1,29.2,0.0,100.0,100.0,0.0,3.3,0.8,2.5,0.0,0.0,0.0,0.8,0.0,1886.2,87.5,61.0,3.346,14.68,49.13,458,0.0,5.1,53.0,87,87,10
1776305949.0539062,07:49:09,MED,25.8,30.11,86.1,13.4,100.0,0.0,0.0,100.0,100.0,0.0,5.0,2.5,0.0,1.6,0.8,0.0,1.7,0.8,1883.8,87.5,62.0,3.351,14.69,49.22,459,0.0,5.1,53.0,87,87,10
1776305950.2852366,07:49:10,MED,25.7,30.22,85.4,6.5,100.0,0.0,0.0,100.0,100.0,0.0,8.2,1.6,3.2,0.8,3.3,0.8,0.8,0.8,1890.0,87.5,61.0,3.334,14.69,48.98,459,0.0,5.1,53.0,87,87,10
1776305951.5054498,07:49:11,MED,25.6,30.00,90.1,4.1,100.0,0.0,0.0,100.0,86.1,13.9,7.3,1.6,2.5,0.0,0.8,0.0,1.6,0.0,1897.6,87.6,61.0,3.349,14.69,49.19,459,0.0,5.1,53.0,87,87,10
1776305952.7318997,07:49:12,MED,25.7,32.00,96.7,2.5,100.0,0.0,0.0,100.0,0.0,100.0,0.8,1.7,0.8,0.0,1.6,0.8,2.4,0.8,2155.3,87.5,62.0,3.361,14.68,49.35,458,0.0,5.1,53.0,87,87,10
1776305953.9560473,07:49:13,MED,25.6,30.25,32.0,72.1,48.4,51.6,78.7,21.3,0.0,100.0,1.6,1.6,0.8,0.8,0.0,0.0,0.0,0.8,1883.0,87.6,61.0,3.340,14.68,49.04,458,0.0,5.1,53.0,87,87,10
1776305955.1750646,07:49:15,MED,25.6,31.07,96.7,5.0,0.0,100.0,100.0,0.0,0.0,100.0,0.8,2.5,0.0,0.0,2.4,0.8,0.0,0.8,2075.1,87.6,61.0,3.335,14.68,48.96,458,0.0,5.1,53.0,87,87,10
1776305956.3989112,07:49:16,MED,28.7,30.19,41.0,52.5,34.4,65.0,84.6,15.4,41.0,59.0,31.4,4.1,8.3,0.8,7.3,3.4,7.4,2.5,1981.2,86.8,61.0,3.360,14.65,49.23,459,0.0,5.1,53.0,87,87,10
1776305957.627935,07:49:17,MED,29.5,31.04,55.4,40.2,40.8,57.0,49.2,51.2,0.8,100.0,17.4,17.4,7.3,3.3,6.6,5.8,11.4,9.1,2363.2,84.5,60.0,3.386,14.65,49.60,459,0.0,5.1,53.0,87,86,10
1776305958.83969,07:49:18,MED,26.6,31.09,45.1,55.8,100.0,0.0,0.0,100.0,74.2,26.2,5.9,3.3,2.5,0.0,1.7,1.7,4.2,1.7,2122.5,84.2,61.0,3.355,14.68,49.23,460,0.0,5.1,53.0,84,84,10
1776305960.053843,07:49:20,MED,27.4,30.07,21.7,73.3,100.0,0.8,0.8,100.0,99.2,0.0,13.3,5.9,2.5,2.4,3.3,1.7,7.5,5.8,2007.8,83.6,61.0,3.360,14.67,49.30,459,0.0,5.1,53.0,84,83,10
1776305961.2716186,07:49:21,MED,25.9,30.12,97.5,6.6,100.0,0.0,0.0,100.0,98.4,2.5,2.5,1.7,2.5,0.8,0.0,0.8,0.8,0.0,2115.7,85.0,61.0,3.382,14.68,49.65,459,0.0,5.1,53.0,83,84,10
1776305962.4964106,07:49:22,MED,27.2,31.14,30.3,62.6,97.5,2.5,45.5,52.0,0.0,100.0,11.8,5.8,5.0,0.0,2.5,5.8,4.1,5.0,1869.2,85.0,61.0,3.404,14.65,49.87,459,0.0,5.1,53.0,84,85,10
1776305963.7258925,07:49:23,MED,25.6,31.15,93.5,5.8,81.5,18.5,43.9,56.6,0.0,100.0,4.0,0.0,1.6,0.8,0.8,0.8,1.6,0.8,1940.2,86.0,62.0,3.371,14.68,49.48,459,0.0,5.1,53.0,85,84,10
1776305964.9600778,07:49:24,MED,25.7,30.24,67.7,29.5,100.0,0.0,0.0,100.0,0.0,100.0,7.4,0.0,0.8,0.0,1.6,0.8,1.6,0.8,1890.0,87.1,62.0,3.399,14.66,49.82,459,0.0,5.1,53.0,84,86,10
1776305966.1870632,07:49:26,MED,25.6,30.18,87.7,7.4,73.2,26.2,0.0,100.0,0.0,100.0,8.1,0.8,1.6,0.0,1.6,1.6,0.8,0.8,1894.1,87.6,61.0,3.399,14.66,49.84,459,0.0,5.1,53.0,87,87,10
1776305967.404772,07:49:27,MED,25.7,30.22,56.6,36.4,0.0,100.0,0.0,100.0,0.0,100.0,8.3,3.3,0.0,0.0,2.5,0.0,1.6,0.8,1890.0,87.8,62.0,3.392,14.65,49.70,459,0.0,5.1,53.0,87,87,10
1776305968.6302145,07:49:28,MED,25.6,31.00,79.5,14.9,0.0,100.0,0.0,100.0,0.0,100.0,3.3,3.3,2.5,0.0,0.8,0.8,3.3,0.0,2069.7,87.9,62.0,3.408,14.66,49.95,459,0.0,5.1,53.0,87,87,10
1776305969.860231,07:49:29,MED,25.6,30.20,87.7,9.0,0.0,100.0,0.0,100.0,0.0,100.0,4.1,2.4,2.4,0.0,3.2,0.0,1.6,0.0,1886.0,88.0,62.0,3.405,14.66,49.91,459,0.0,5.1,53.0,87,87,10
1776305971.089707,07:49:31,MED,25.7,31.04,48.8,50.8,0.0,100.0,0.0,100.0,0.0,100.0,4.1,0.8,0.8,0.0,0.8,0.8,2.4,0.0,1842.3,88.0,61.0,3.389,14.65,49.66,459,0.0,5.1,53.0,87,87,10
1776305972.3042238,07:49:32,MED,25.6,31.07,77.9,19.2,0.0,100.0,0.0,100.0,0.0,100.0,4.1,0.0,2.5,0.0,2.5,0.8,0.8,0.8,1889.1,88.0,61.0,3.389,14.65,49.65,459,0.0,5.1,53.0,88,88,10
1776305973.5244505,07:49:33,MED,26.7,31.01,66.9,28.1,0.0,100.0,0.0,100.0,0.0,100.0,21.1,0.8,1.6,1.6,1.6,0.0,5.7,0.8,1883.7,87.8,62.0,3.389,14.65,49.66,459,0.0,5.1,53.0,88,87,10
1776305974.7426238,07:49:34,MED,25.7,31.04,19.8,76.7,0.0,100.0,0.0,100.0,0.0,100.0,7.5,0.8,0.0,0.8,1.6,0.8,0.8,0.8,1889.8,87.9,61.0,3.391,14.65,49.69,459,0.0,5.1,53.0,87,87,10
1776305975.989572,07:49:35,MED,26.0,31.15,20.2,80.0,0.0,100.0,0.0,100.0,0.0,100.0,4.8,0.8,0.8,1.6,2.4,0.0,5.6,0.0,1890.2,87.9,61.0,3.408,14.65,49.94,459,0.0,5.1,53.0,87,87,10
1776305977.2246673,07:49:37,MED,25.7,31.15,88.6,8.2,3.2,96.7,0.0,100.0,64.2,36.3,2.4,7.3,1.6,0.0,0.0,1.6,0.8,0.0,1889.9,88.0,62.0,3.396,14.65,49.75,460,0.0,5.1,53.0,87,87,10
1776305978.4574027,07:49:38,MED,25.6,30.22,42.3,54.9,100.0,0.0,0.0,100.0,100.0,0.0,4.1,0.0,2.4,0.0,3.3,0.8,1.6,0.8,1931.4,88.0,62.0,3.394,14.65,49.72,460,0.0,5.1,53.0,87,88,10
1776305979.6817365,07:49:39,MED,25.6,30.19,97.5,5.0,100.0,0.0,36.9,62.6,63.1,36.9,2.5,0.0,0.0,0.0,0.8,0.0,1.6,0.8,1890.0,88.0,61.0,3.400,14.65,49.81,459,0.0,5.1,53.0,88,88,10
1776305980.89099,07:49:40,MED,25.7,31.11,99.2,3.4,100.0,0.0,100.0,0.0,0.0,100.0,3.3,0.0,0.8,0.0,0.8,0.8,0.8,0.0,1933.2,88.1,62.0,3.407,14.64,49.90,458,0.0,5.1,53.0,88,88,10
1776305982.0977435,07:49:42,MED,25.7,29.18,25.6,66.7,100.0,0.0,100.0,0.0,0.0,100.0,13.3,0.0,2.5,0.8,3.3,0.8,0.8,0.0,1889.9,88.1,62.0,3.407,14.64,49.89,458,0.0,5.2,53.0,88,88,10
1776305983.325598,07:49:43,MED,25.7,30.25,97.6,6.5,100.0,0.8,100.0,0.0,89.4,11.4,1.6,0.8,0.0,0.0,0.0,0.8,1.6,0.0,1889.9,88.1,61.0,3.404,14.64,49.85,455,0.0,5.2,53.0,88,88,10
1776305984.5521615,07:49:44,MED,25.9,28.14,100.0,3.3,100.0,0.8,100.0,0.0,100.0,0.0,5.7,0.0,1.6,0.0,2.4,0.0,0.8,0.0,2073.4,88.0,62.0,3.399,14.64,49.78,455,0.0,5.2,53.0,88,88,10
1776305985.7832217,07:49:45,MED,25.6,31.01,99.2,4.1,4.1,95.9,100.0,0.0,100.0,0.0,1.6,0.0,1.6,0.0,0.0,0.8,1.6,0.0,1890.0,88.2,62.0,3.406,14.64,49.87,455,0.0,5.1,53.0,88,88,10
1776305986.9941678,07:49:46,MED,25.8,31.03,70.8,25.8,0.0,100.0,84.2,16.5,100.0,0.0,9.2,0.8,1.7,0.0,1.6,0.0,1.7,0.8,1929.1,88.4,62.0,3.412,14.65,49.98,455,0.0,5.1,53.0,88,88,10
1776305988.2037597,07:49:48,MED,25.8,31.08,90.8,6.7,0.0,100.0,0.0,100.0,100.0,0.0,6.6,0.0,1.7,0.0,4.1,0.0,0.8,0.0,1974.7,88.4,63.0,3.407,14.63,49.86,455,0.0,5.2,53.0,88,88,10
